Mod:Item:MetaData, Localized Name
variedcommodities:demonic_sword, Demonic Sword
variedcommodities:frost_sword, Frost Sword
variedcommodities:mithril_sword, Mithril Sword
variedcommodities:leaf_sword, Leaf Blade
variedcommodities:golf_club, Golf Club
variedcommodities:hammer, Hammer
variedcommodities:baseball_bat, Baseball Bat
variedcommodities:lead_pipe, Lead Pipe
variedcommodities:cleaver, Cleaver
variedcommodities:saber, Saber
variedcommodities:hockey_stick, Hockey Stick
variedcommodities:sledge_hammer, Sledgehammer
variedcommodities:broken_bottle, Broken Bottle
variedcommodities:combat_knive, Combat Knife
variedcommodities:macuahuitl, Macuahuitl
variedcommodities:bo_staff, Bo Staff
variedcommodities:sai, Sai Blade
variedcommodities:slingshot, Slingshot
variedcommodities:musket, Musket
variedcommodities:crossbow, Crossbow
variedcommodities:crossbow_bolt, Crossbow Bolt
variedcommodities:batton, Baton
variedcommodities:chainsaw_gun, GunChainsaw
variedcommodities:rapier, Rapier
variedcommodities:crowbar, Crowbar
variedcommodities:pipe_wrench, Pipe Wrench
variedcommodities:swiss_army_knife, Swiss Army Knife
variedcommodities:wrench, Wrench
variedcommodities:excalibur, Excalibur
variedcommodities:wooden_shield_round, Round Wooden Shield
variedcommodities:stone_shield_round, Round Stone Shield
variedcommodities:iron_shield_round, Round Iron Shield
variedcommodities:golden_shield_round, Round Golden Shield
variedcommodities:diamond_shield_round, Round Diamond Shield
variedcommodities:bronze_shield_round, Round Bronze Shield
variedcommodities:emerald_shield_round, Round Emerald Shield
variedcommodities:demonic_shield_round, Demonic Shield
variedcommodities:mithril_shield_round, Mithril Shield
variedcommodities:wooden_shield, Wooden Shield
variedcommodities:stone_shield, Stone Shield
variedcommodities:iron_shield, Iron Shield
variedcommodities:golden_shield, Golden Shield
variedcommodities:diamond_shield, Diamond Shield
variedcommodities:bronze_shield, Bronze Shield
variedcommodities:emerald_shield, Emerald Shield
variedcommodities:frost_shield, Frost Shield
variedcommodities:heater_shield, Steel Heater Shield
variedcommodities:crescent_shield, Steel Cryscent Shield
variedcommodities:scutum_shield, Steel Scutum Shield
variedcommodities:tower_shield, Steel Tower Shield
variedcommodities:wooden_spear, Wooden Spear
variedcommodities:stone_spear, Stone Spear
variedcommodities:iron_spear, Iron Spear
variedcommodities:golden_spear, Golden Spear
variedcommodities:diamond_spear, Diamond Spear
variedcommodities:bronze_spear, Bronze Spear
variedcommodities:emerald_spear, Emerald Spear
variedcommodities:demonic_spear, Demonic Spear
variedcommodities:frost_spear, Frost Spear
variedcommodities:mithril_spear, Mithril Spear
variedcommodities:wooden_halberd, Wooden Halberd
variedcommodities:stone_halberd, Stone Halberd
variedcommodities:iron_halberd, Iron Halberd
variedcommodities:golden_halberd, Golden Halberd
variedcommodities:diamond_halberd, Diamond Halberd
variedcommodities:bronze_halberd, Bronze Halberd
variedcommodities:emerald_halberd, Emerald Halberd
variedcommodities:demonic_halberd, Demonic Halberd
variedcommodities:frost_halberd, Frost Halberd
variedcommodities:mithril_halberd, Mithril Halberd
variedcommodities:wooden_battleaxe, Wooden Battle Axe
variedcommodities:stone_battleaxe, Stone Battle Axe
variedcommodities:iron_battleaxe, Iron Battle Axe
variedcommodities:golden_battleaxe, Golden Battle Axe
variedcommodities:diamond_battleaxe, Diamond Battle Axe
variedcommodities:bronze_battleaxe, Bronze Battle Axe
variedcommodities:emerald_battleaxe, Emerald Battle Axe
variedcommodities:demonic_battleaxe, Demonic Battle Axe
variedcommodities:frost_battleaxe, Frost Battle Axe
variedcommodities:mithril_battleaxe, Mithril Battle Axe
variedcommodities:wooden_warhammer, Wooden Warhammer
variedcommodities:stone_warhammer, Stone Warhammer
variedcommodities:iron_warhammer, Iron Warhammer
variedcommodities:golden_warhammer, Golden Warhammer
variedcommodities:diamond_warhammer, Diamond Warhammer
variedcommodities:bronze_warhammer, Bronze Warhammer
variedcommodities:emerald_warhammer, Emerald Warhammer
variedcommodities:demonic_warhammer, Demonic Warhammer
variedcommodities:frost_warhammer, Frost Warhammer
variedcommodities:mithril_warhammer, Mithril Warhammer
variedcommodities:wooden_mace, Wooden Mace
variedcommodities:stone_mace, Stone Mace
variedcommodities:iron_mace, Iron Mace
variedcommodities:golden_mace, Golden Mace
variedcommodities:diamond_mace, Diamond Mace
variedcommodities:bronze_mace, Bronze Mace
variedcommodities:emerald_mace, Emerald Mace
variedcommodities:demonic_mace, Demonic Mace
variedcommodities:frost_mace, Frost Mace
variedcommodities:mithril_mace, Mithril Mace
variedcommodities:wooden_dagger, Wooden Dagger
variedcommodities:wooden_dagger_reversed, Reversed Wooden Dagger
variedcommodities:stone_dagger, Stone Dagger
variedcommodities:stone_dagger_reversed, Reversed Stone Dagger
variedcommodities:iron_dagger, Iron Dagger
variedcommodities:iron_dagger_reversed, Reversed Iron Dagger
variedcommodities:golden_dagger, Golden Dagger
variedcommodities:golden_dagger_reversed, Reversed Golden Dagger
variedcommodities:diamond_dagger, Diamond Dagger
variedcommodities:diamond_dagger_reversed, Reversed Diamond Dagger
variedcommodities:bronze_dagger, Bronze Dagger
variedcommodities:bronze_dagger_reversed, Reversed Bronze Dagger
variedcommodities:emerald_dagger, Emerald Dagger
variedcommodities:emerald_dagger_reversed, Reversed Emerald Dagger
variedcommodities:demonic_dagger, Demonic Dagger
variedcommodities:demonic_dagger_reversed, Reversed Demonic Dagger
variedcommodities:frost_dagger, Frost Dagger
variedcommodities:frost_dagger_reversed, Reversed Frost Dagger
variedcommodities:mithril_dagger, Mithril Dagger
variedcommodities:mithril_dagger_reversed, Reversed Mithril Dagger
variedcommodities:wooden_scythe, Wooden Scythe
variedcommodities:stone_scythe, Stone Scythe
variedcommodities:iron_scythe, Iron Scythe
variedcommodities:golden_scythe, Golden Scythe
variedcommodities:diamond_scythe, Diamond Scythe
variedcommodities:bronze_scythe, Bronze Scythe
variedcommodities:emerald_scythe, Emerald Scythe
variedcommodities:demonic_scythe, Demonic Scythe
variedcommodities:frost_scythe, Frost Scythe
variedcommodities:mithril_scythe, Mithril Scythe
variedcommodities:wooden_glaive, Wooden Glaive
variedcommodities:stone_glaive, Stone Glaive
variedcommodities:iron_glaive, Iron Glaive
variedcommodities:golden_glaive, Golden Glaive
variedcommodities:diamond_glaive, Diamond Glaive
variedcommodities:bronze_glaive, Bronze Glaive
variedcommodities:emerald_glaive, Emerald Glaive
variedcommodities:demonic_glaive, Demonic Glaive
variedcommodities:frost_glaive, Frost Glaive
variedcommodities:mithril_glaive, Mithril Glaive
variedcommodities:wooden_broadsword, Wooden Broadsword
variedcommodities:stone_broadsword, Stone Broadsword
variedcommodities:iron_broadsword, Iron Broadsword
variedcommodities:golden_broadsword, Golden Broadsword
variedcommodities:diamond_broadsword, Diamond Broadsword
variedcommodities:bronze_broadsword, Bronze Broadsword
variedcommodities:emerald_broadsword, Emerald Broadsword
variedcommodities:demonic_broadsword, Demonic Broadsword
variedcommodities:frost_broadsword, Frost Broadsword
variedcommodities:mithril_broadsword, Mithril Broadsword
variedcommodities:trading_block, Trading Block
variedcommodities:carpentry_bench:0, Carpentry Bench
variedcommodities:carpentry_bench:1, Anvil
variedcommodities:blood_block:0, Blood Block
variedcommodities:blood_block:1, Blood Block
variedcommodities:blood_block:2, Blood Block
variedcommodities:banner:0, Banner
variedcommodities:banner:1, Banner
variedcommodities:banner:2, Banner
variedcommodities:banner:3, Banner
variedcommodities:banner:4, Banner
variedcommodities:wall_banner:0, Wall Banner
variedcommodities:wall_banner:1, Wall Banner
variedcommodities:wall_banner:2, Wall Banner
variedcommodities:wall_banner:3, Wall Banner
variedcommodities:wall_banner:4, Wall Banner
variedcommodities:sign:0, Sign
variedcommodities:sign:1, Sign
variedcommodities:sign:2, Sign
variedcommodities:sign:3, Sign
variedcommodities:sign:4, Sign
variedcommodities:sign:5, Sign
variedcommodities:tall_lamp:0, Tall Lamp
variedcommodities:tall_lamp:1, Tall Lamp
variedcommodities:tall_lamp:2, Tall Lamp
variedcommodities:tall_lamp:3, Tall Lamp
variedcommodities:tall_lamp:4, Tall Lamp
variedcommodities:candle, Candle
variedcommodities:candle_unlit, tile.npcCandle.name
variedcommodities:lamp, Lamp
variedcommodities:lamp_unlit, tile.npcLamp.name
variedcommodities:campfire, Campfire
variedcommodities:campfire_unlit, tile.npcCampfire.name
variedcommodities:chair:0, Chair
variedcommodities:chair:1, Chair
variedcommodities:chair:2, Chair
variedcommodities:chair:3, Chair
variedcommodities:chair:4, Chair
variedcommodities:chair:5, Chair
variedcommodities:couch_wool:0, Wool Couch
variedcommodities:couch_wool:1, Wool Couch
variedcommodities:couch_wool:2, Wool Couch
variedcommodities:couch_wool:3, Wool Couch
variedcommodities:couch_wool:4, Wool Couch
variedcommodities:couch_wool:5, Wool Couch
variedcommodities:couch_wood:0, Wooden Couch
variedcommodities:couch_wood:1, Wooden Couch
variedcommodities:couch_wood:2, Wooden Couch
variedcommodities:couch_wood:3, Wooden Couch
variedcommodities:couch_wood:4, Wooden Couch
variedcommodities:couch_wood:5, Wooden Couch
variedcommodities:crate:0, Crate
variedcommodities:crate:1, Crate
variedcommodities:crate:2, Crate
variedcommodities:crate:3, Crate
variedcommodities:crate:4, Crate
variedcommodities:crate:5, Crate
variedcommodities:barrel:0, Barrel
variedcommodities:barrel:1, Barrel
variedcommodities:barrel:2, Barrel
variedcommodities:barrel:3, Barrel
variedcommodities:barrel:4, Barrel
variedcommodities:barrel:5, Barrel
variedcommodities:weapon_rack:0, Weapon Rack
variedcommodities:weapon_rack:1, Weapon Rack
variedcommodities:weapon_rack:2, Weapon Rack
variedcommodities:weapon_rack:3, Weapon Rack
variedcommodities:weapon_rack:4, Weapon Rack
variedcommodities:weapon_rack:5, Weapon Rack
variedcommodities:pedestal:0, Pedestal
variedcommodities:pedestal:1, Pedestal
variedcommodities:pedestal:2, Pedestal
variedcommodities:pedestal:3, Pedestal
variedcommodities:pedestal:4, Pedestal
variedcommodities:crystal_block:0, Crystal
variedcommodities:crystal_block:1, Crystal
variedcommodities:crystal_block:2, Crystal
variedcommodities:crystal_block:3, Crystal
variedcommodities:crystal_block:4, Crystal
variedcommodities:crystal_block:5, Crystal
variedcommodities:crystal_block:6, Crystal
variedcommodities:crystal_block:7, Crystal
variedcommodities:crystal_block:8, Crystal
variedcommodities:crystal_block:9, Crystal
variedcommodities:crystal_block:10, Crystal
variedcommodities:crystal_block:11, Crystal
variedcommodities:crystal_block:12, Crystal
variedcommodities:crystal_block:13, Crystal
variedcommodities:crystal_block:14, Crystal
variedcommodities:crystal_block:15, Crystal
variedcommodities:placeholder:0, Placeholder
variedcommodities:placeholder:1, Placeholder
variedcommodities:placeholder:2, Placeholder
variedcommodities:placeholder:3, Placeholder
variedcommodities:placeholder:4, Placeholder
variedcommodities:placeholder:5, Placeholder
variedcommodities:placeholder:6, Placeholder
variedcommodities:placeholder:7, Placeholder
variedcommodities:placeholder:8, Placeholder
variedcommodities:placeholder:9, Placeholder
variedcommodities:placeholder:10, Placeholder
variedcommodities:placeholder:11, Placeholder
variedcommodities:placeholder:12, Placeholder
variedcommodities:placeholder:13, Placeholder
variedcommodities:placeholder:14, Placeholder
variedcommodities:placeholder:15, Placeholder
variedcommodities:stool:0, Stool
variedcommodities:stool:1, Stool
variedcommodities:stool:2, Stool
variedcommodities:stool:3, Stool
variedcommodities:stool:4, Stool
variedcommodities:stool:5, Stool
variedcommodities:table:0, Wooden Table
variedcommodities:table:1, Wooden Table
variedcommodities:table:2, Wooden Table
variedcommodities:table:3, Wooden Table
variedcommodities:table:4, Wooden Table
variedcommodities:table:5, Wooden Table
variedcommodities:shelf:0, Shelf
variedcommodities:shelf:1, Shelf
variedcommodities:shelf:2, Shelf
variedcommodities:shelf:3, Shelf
variedcommodities:shelf:4, Shelf
variedcommodities:shelf:5, Shelf
variedcommodities:beam:0, Beam
variedcommodities:beam:1, Beam
variedcommodities:beam:2, Beam
variedcommodities:beam:3, Beam
variedcommodities:beam:4, Beam
variedcommodities:beam:5, Beam
variedcommodities:big_sign, Big Sign
variedcommodities:book, Book
variedcommodities:tombstone:0, Tombstone
variedcommodities:tombstone:1, Tombstone
variedcommodities:tombstone:2, Tombstone
variedcommodities:cow_leather_head, Cowleather Helmet
variedcommodities:cow_leather_chest, Cowleather ChestPlate
variedcommodities:cow_leather_legs, Cowleather Leggings
variedcommodities:cow_leather_boots, Cowleather Boots
variedcommodities:nanorum_head, Nanorum Helmet
variedcommodities:nanorum_chest, Nanorum ChestPlate
variedcommodities:nanorum_legs, Nanorum Leggings
variedcommodities:nanorum_boots, Nanorum Boots
variedcommodities:tactical_head, Tactical Helmet
variedcommodities:tactical_chest, Tactical Vest
variedcommodities:full_leather_head, Full Leather Helmet
variedcommodities:full_leather_chest, Full Leather ChestPlate
variedcommodities:full_iron_head, Full Iron Helmet
variedcommodities:full_iron_chest, Full Iron ChestPlate
variedcommodities:full_golden_head, Full Gold Helmet
variedcommodities:full_golden_chest, Full Gold ChestPlate
variedcommodities:full_diamond_head, Full Diamond Helmet
variedcommodities:full_diamond_chest, Full Diamond ChestPlate
variedcommodities:full_bronze_head, Full Bronze Helmet
variedcommodities:full_bronze_chest, Full Bronze ChestPlate
variedcommodities:full_bronze_legs, Full Bronze Leggings
variedcommodities:full_bronze_boots, Full Bronze Boots
variedcommodities:full_emerald_head, Full Emerald Helmet
variedcommodities:full_emerald_chest, Full Emerald ChestPlate
variedcommodities:full_emerald_legs, Full Emerald Leggings
variedcommodities:full_emerald_boots, Full Emerald Boots
variedcommodities:full_wooden_head, Full Wooden Helmet
variedcommodities:full_wooden_chest, Full Wooden ChestPlate
variedcommodities:full_wooden_legs, Full Wooden Leggings
variedcommodities:full_wooden_boots, Full Wooden Boots
variedcommodities:tuxedo_chest, Tuxedo Chest
variedcommodities:tuxedo_pants, Tuxedo Pants
variedcommodities:tuxedo_bottom, Tuxedo Trenchcoat
variedcommodities:wizard_head, Wizard Head
variedcommodities:wizard_chest, Wizard Chest
variedcommodities:wizard_pants, Wizard Leggings
variedcommodities:assassin_head, Assassins Helmet
variedcommodities:assassin_chest, Assassins ChestPlate
variedcommodities:assassin_legs, Assassins Leggings
variedcommodities:assassin_boots, Assassins Boots
variedcommodities:soldier_head, Soldier Helmet
variedcommodities:soldier_chest, Soldier ChestPlate
variedcommodities:soldier_legs, Soldier Leggings
variedcommodities:soldier_bottom, Soldier Trenchcoat
variedcommodities:x407_head, X407 Prototype Helmet
variedcommodities:x407_chest, X407 Prototype ChestPlate
variedcommodities:x407_legs, X407 Prototype Leggings
variedcommodities:x407_boots, X407 Prototype Boots
variedcommodities:mithril_head, Mithril Helmet
variedcommodities:mithril_chest, Mithril ChestPlate
variedcommodities:mithril_legs, Mithril Leggings
variedcommodities:mithril_boots, Mithril Boots
variedcommodities:demonic_head, Demonic Helmet
variedcommodities:demonic_chest, Demonic ChestPlate
variedcommodities:demonic_legs, Demonic Leggings
variedcommodities:demonic_boots, Demonic Boots
variedcommodities:commissar_head, Commissar Helmet
variedcommodities:commissar_chest, Commissar ChestPlate
variedcommodities:commissar_legs, Commissar Leggings
variedcommodities:commissar_bottom, Commissar Trenchcoat
variedcommodities:infantry_helmet, Infantry Helmet
variedcommodities:officer_chest, Officer ChestPlate
variedcommodities:crown, Crown
variedcommodities:crown2, Crown
variedcommodities:ninja_head, Ninja Head
variedcommodities:ninja_chest, Ninja Chest
variedcommodities:ninja_legs, Ninja Leggings
variedcommodities:chain_skirt, Chain Skirt
variedcommodities:leather_skirt, Leather Skirt
variedcommodities:golden_skirt, Golden Skirt
variedcommodities:iron_skirt, Iron Skirt
variedcommodities:diamond_skirt, Diamond Skirt
variedcommodities:emerald_skirt, Emerald Skirt
variedcommodities:bronze_skirt, Bronze Skirt
variedcommodities:demonic_skirt, Demonic Skirt
variedcommodities:mithril_skirt, Mithril Skirt
wolfarmor:leather_wolf_armor, Leather Wolf Armor
wolfarmor:chainmail_wolf_armor, Chain Wolf Armor
wolfarmor:iron_wolf_armor, Iron Wolf Armor
wolfarmor:gold_wolf_armor, Gold Wolf Armor
wolfarmor:diamond_wolf_armor, Diamond Wolf Armor
thebetweenlands:druid_stone_1, Rune Stone
thebetweenlands:druid_stone_2, Rune Stone
thebetweenlands:druid_stone_3, Rune Stone
thebetweenlands:druid_stone_4, Rune Stone
thebetweenlands:druid_stone_5, Rune Stone
thebetweenlands:druid_stone_6, Rune Stone
thebetweenlands:betweenlands_bedrock, Betweenlands Bedrock
thebetweenlands:betweenstone, Betweenstone
thebetweenlands:generic_stone:0, Corrupt Betweenstone
thebetweenlands:mud, Mud
thebetweenlands:peat, Peat
thebetweenlands:sludgy_dirt, Sludgy Dirt
thebetweenlands:spreading_sludgy_dirt, Spreading Sludgy Dirt
thebetweenlands:slimy_dirt, Slimy Dirt
thebetweenlands:slimy_grass, Slimy Grass
thebetweenlands:cragrock:0, Cragrock
thebetweenlands:cragrock:1, Mossy Cragrock Top
thebetweenlands:cragrock:2, Mossy Cragrock Bottom
thebetweenlands:pitstone, Pitstone
thebetweenlands:limestone, Limestone
thebetweenlands:swamp_dirt, Swamp Dirt
thebetweenlands:coarse_swamp_dirt, Coarse Swamp Dirt
thebetweenlands:swamp_grass, Swamp Grass
thebetweenlands:wisp, Wisp
thebetweenlands:octine_ore, Octine Ore
thebetweenlands:valonite_ore, Valonite Ore
thebetweenlands:sulfur_ore, Sulfur Ore
thebetweenlands:slimy_bone_ore, Slimy Bone Ore
thebetweenlands:scabyst_ore, Scabyst Ore
thebetweenlands:syrmorite_ore, Syrmorite Ore
thebetweenlands:aqua_middle_gem_ore, Aqua Middle Gem Ore
thebetweenlands:crimson_middle_gem_ore, Crimson Middle Gem Ore
thebetweenlands:green_middle_gem_ore, Green Middle Gem Ore
thebetweenlands:life_crystal_stalactite:0, Life Crystal Stalactite
thebetweenlands:life_crystal_stalactite:1, Life Crystal Ore
thebetweenlands:stalactite, Stalactite
thebetweenlands:silt, Silt
thebetweenlands:dead_grass, Dead Grass
thebetweenlands:tar_solid, Solid Tar
thebetweenlands:puddle, Puddle
thebetweenlands:log_weedwood:0, Weedwood Log
thebetweenlands:log_weedwood:12, Weedwood Log
thebetweenlands:log_rotten_bark:0, Rotten Bark
thebetweenlands:log_spreading_rotten_bark, Spreading Rotten Bark
thebetweenlands:log_rubber, Rubber Tree Log
thebetweenlands:log_hearthgrove:1, Hearthgrove Log
thebetweenlands:log_hearthgrove:5, Tarred Hearthgrove Log
thebetweenlands:log_hearthgrove:3, Hearthgrove Log
thebetweenlands:log_hearthgrove:7, Tarred Hearthgrove Log
thebetweenlands:log_nibbletwig:0, Nibbletwig Log
thebetweenlands:log_nibbletwig:12, Nibbletwig Log
thebetweenlands:log_spirit_tree:0, Spirit Tree Log
thebetweenlands:log_spirit_tree:12, Spirit Tree Log
thebetweenlands:weedwood, Weedwood
thebetweenlands:log_sap:0, Sap Tree Log
thebetweenlands:log_sap:12, Sap Tree Log
thebetweenlands:sapling_weedwood, Weedwood Sapling
thebetweenlands:sapling_sap, Sap Tree Sapling
thebetweenlands:sapling_rubber, Rubber Tree Sapling
thebetweenlands:sapling_hearthgrove, Hearthgrove Sapling
thebetweenlands:sapling_nibbletwig, Nibbletwig Sapling
thebetweenlands:sapling_spirit_tree, Spirit Tree Sapling
thebetweenlands:root_pod, Root Pod
thebetweenlands:leaves_weedwood_tree, Weedwood Leaves
thebetweenlands:leaves_sap_tree, Sap Tree Leaves
thebetweenlands:leaves_rubber_tree, Rubber Tree Leaves
thebetweenlands:leaves_hearthgrove_tree, Hearthgrove Leaves
